0.0,0.9647,1.0,0.9284,0.9208,0.8855,0.9917,1.0,1.0,0.9238,1.0,0.9674,0.9868,0.8518,1.0,0.9863,0.9268,1.0,0.9414,0.9121,1.0,0.9842,0.937,0.8897,0.9514,0.9514,0.9833,1.0,1.0,0.8798,0.9823,0.9449,1.0,0.9619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9793,1.0,1.0,0.9783,1.0,0.9566,0.9566
0.9647,0.0,0.9454,0.8160000000000001,0.9769,0.9755,0.9646,0.9646,0.991,1.0,0.7609,0.9651,0.9859,1.0,0.9567,0.9853,1.0,0.9687,1.0,1.0,1.0,0.9831,1.0,0.9831,0.9827,1.0,0.9108,0.9816,1.0,1.0,0.981,1.0,0.9388,0.9796,1.0,1.0,0.9151,0.9788,0.9557,0.9557,1.0,1.0,0.9768,0.9535,0.9768,1.0,1.0,1.0
1.0,0.9454,0.0,0.9806,0.9903,1.0,0.9553,0.8882,0.92,0.9871,0.9343,0.9853,0.9464,0.9818,0.9636,0.9257,1.0,0.6635,1.0,0.9802,0.9595,1.0,1.0,1.0,1.0,1.0,1.0,0.9768,0.9536,0.9536,1.0,1.0,0.9742,1.0,0.9196,1.0,1.0,1.0,1.0,0.944,0.972,1.0,0.9706,1.0,1.0,0.9706,0.9706,1.0
0.9284,0.8160000000000001,0.9806,0.0,0.9563,0.9421,1.0,0.9874,0.9872,0.9422,0.8378,0.9835,1.0,1.0,0.9796,0.9791,1.0,1.0,0.9778,1.0,0.9772,1.0,0.9761,0.9761,1.0,0.9509,0.9747,1.0,0.9739,1.0,0.9462,1.0,0.8843,1.0,1.0,0.9097,1.0,1.0,1.0,0.9371,1.0,1.0,1.0,1.0,0.9341,0.967,1.0,0.9341
0.9208,0.9769,0.9903,0.9563,0.0,0.8136,0.9748,1.0,0.9871,0.9709,1.0,1.0,0.9798,1.0,1.0,0.9371,1.0,1.0,1.0,1.0,0.9771,1.0,0.976,1.0,0.9259,0.9259,0.9746,1.0,0.9738,1.0,0.9188000000000001,0.972,1.0,0.9419,1.0,0.9395,0.9697,1.0,1.0,1.0,0.9684,0.9684,1.0,1.0,1.0,0.9669,1.0,1.0
0.8855,0.9755,1.0,0.9421,0.8136,0.0,1.0,1.0,0.9726,0.923,1.0,1.0,0.9786,1.0,0.9782,1.0,1.0,1.0,1.0,0.9763,0.9758,1.0,0.9745,1.0,1.0,0.9738,0.8653,1.0,1.0,1.0,0.9713,0.9406,1.0,1.0,1.0,0.9679,1.0,0.8396,1.0,1.0,1.0,0.7989999999999999,1.0,1.0,1.0,0.9649,0.8946000000000001,1.0
0.9917,0.9646,0.9553,1.0,0.9748,1.0,0.0,0.9275,0.9555,1.0,1.0,0.9619,1.0,0.9764,1.0,1.0,0.9487,1.0,1.0,1.0,1.0,0.7791,1.0,1.0,0.9716,1.0,1.0,0.9699,0.9699,0.9699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7822,1.0,1.0,1.0,0.6574,0.9619,1.0,1.0,1.0,1.0
1.0,0.9646,0.8882,0.9874,1.0,1.0,0.9275,0.0,0.9111,1.0,0.9659,0.9429,0.9768,1.0,1.0,0.9518,0.9742999999999999,1.0,0.9487,1.0,0.9737,1.0,1.0,1.0,1.0,1.0,1.0,0.9699,0.9699,1.0,1.0,0.9678,1.0,1.0,0.9305,1.0,1.0,1.0,0.9637,1.0,1.0,1.0,1.0,1.0,1.0,0.9238999999999999,1.0,1.0
1.0,0.991,0.92,0.9872,0.9871,0.9726,0.9555,0.9111,0.0,1.0,0.9826,0.9222,1.0,1.0,1.0,0.9754,0.9475,0.895,0.9738,1.0,1.0,0.9153,1.0,1.0,0.971,1.0,1.0,0.9692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9645,1.0,1.0,1.0,0.9629,1.0,0.9222,1.0,1.0,1.0,1.0,1.0
0.9238,1.0,0.9871,0.9422,0.9709,0.923,1.0,1.0,1.0,0.0,1.0,1.0,0.9466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8568,1.0,1.0,1.0,1.0,0.8399,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9561,0.9123
1.0,0.7609,0.9343,0.8378,1.0,1.0,1.0,0.9659,0.9826,1.0,0.0,1.0,0.9728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9574,0.9574,1.0,1.0,1.0,0.9553,1.0,1.0,1.0,1.0
0.9674,0.9651,0.9853,0.9835,1.0,1.0,0.9619,0.9429,0.9222,1.0,1.0,0.0,0.9087,0.969,1.0,1.0,1.0,1.0,0.9326,0.9663,1.0,1.0,1.0,1.0,1.0,0.9627,1.0,0.9605,1.0,1.0,1.0,1.0,1.0,0.9561,1.0,0.9544,1.0,1.0,1.0,1.0,0.8093,1.0,1.0,1.0,0.9,1.0,1.0,1.0
0.9868,0.9859,0.9464,1.0,0.9798,0.9786,1.0,0.9768,1.0,0.9466,0.9728,0.9087,0.0,0.9245,1.0,0.9615,1.0,1.0,1.0,1.0,1.0,1.0,0.9558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9444,1.0,1.0,1.0,1.0,1.0,0.942,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.8518,1.0,0.9818,1.0,1.0,1.0,0.9764,1.0,1.0,1.0,1.0,0.969,0.9245,0.0,1.0,1.0,0.8746,1.0,1.0,1.0,1.0,0.955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.9567,0.9636,0.9796,1.0,0.9782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8716,1.0,1.0,1.0,1.0,1.0,0.9524,1.0,0.951,1.0,1.0,1.0,0.9456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.938,1.0,1.0
